,State,Year,District,Dem Votes,GOP Votes,D Voteshare,Party,total_votes,net_wasted_votes,total_districts,state_total_dem_votes,state_total_gop_votes,state_total_votes,state_net_wasted_votes,efficiency_gap,dem_state_voteshare,dem_state_seatshare
11817,OH,1984,18,155759,49356,0.75937401,D,205115,3845,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11818,OH,1984,19,139605,107957,0.563919341,D,247562,-92134,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11819,OH,1984,20,167115,0,1.0,D,167115,83557,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11820,OH,1984,21,165247,29500,0.848521415,D,194747,38373,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11821,OH,1986,1,90477,56100,0.61726601,D,146577,-38912,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11822,OH,1986,2,43448,105061,0.292561394,R,148509,12642,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11823,OH,1986,3,98311,35167,0.7365333609999999,D,133478,-3596,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11824,OH,1986,4,26320,115751,0.185259483,R,142071,-18395,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11825,OH,1986,5,54864,102016,0.349719531,R,156880,31289,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11826,OH,1986,6,42155,106354,0.283854851,R,148509,10056,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11827,OH,1986,7,0,119238,0.0,R,119238,-59618,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11828,OH,1986,8,46195,98475,0.319312919,R,144670,20056,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11829,OH,1986,9,105646,30643,0.775161605,D,136289,6858,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11830,OH,1986,10,44847,106870,0.295596406,R,151717,13836,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11831,OH,1986,11,104740,35944,0.744505416,D,140684,-1547,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11832,OH,1986,12,42727,117905,0.2659930769999999,R,160632,5139,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11833,OH,1986,13,88612,52452,0.6281687739999999,D,141064,-34373,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11834,OH,1986,14,83257,71713,0.537245919,D,154970,-65942,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11835,OH,1986,15,55750,97745,0.363204013,R,153495,34753,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11836,OH,1986,16,36639,118206,0.236617262,R,154845,-4144,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11837,OH,1986,17,112855,43334,0.722554085,D,156189,-8574,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11838,OH,1986,18,126526,0,1.0,D,126526,63262,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11839,OH,1986,19,97814,80743,0.547802662,D,178557,-72208,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11840,OH,1986,20,110976,19794,0.848635008,D,130770,25796,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11841,OH,1986,21,99878,22594,0.8155170159999999,D,122472,16047,21.0,1512037.0,1536105.0,3048142.0,-67575.0,-0.02,0.5,0.52
11842,OH,1988,1,117682,90738,0.56463871,D,208420,-77267,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11843,OH,1988,2,58637,153162,0.27685211,R,211799,11375,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11844,OH,1988,3,141953,42664,0.768905355,D,184617,6980,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11845,OH,1988,4,0,160099,0.0,R,160099,-80049,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11846,OH,1988,5,80292,123838,0.393337579,R,204130,58520,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11847,OH,1988,6,52635,152235,0.256919022,R,204870,2836,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11848,OH,1988,7,50423,142597,0.261231997,R,193020,4337,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11849,OH,1988,8,40084,154164,0.206354763,R,194248,-16955,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11850,OH,1988,9,157557,36183,0.8132393929999999,D,193740,24503,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11851,OH,1988,10,56893,143673,0.283662236,R,200566,13504,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11852,OH,1988,11,124600,78028,0.614919952,D,202628,-54743,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11853,OH,1988,12,41178,154727,0.210193716,R,195905,-15596,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11854,OH,1988,13,137074,59287,0.6980714090000001,D,196361,-20394,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11855,OH,1988,14,148951,50356,0.747344549,D,199307,-1059,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11856,OH,1988,15,49441,146854,0.251870909,R,196295,735,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11857,OH,1988,16,43356,158824,0.214442576,R,202180,-14377,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11858,OH,1988,17,162526,47929,0.7722601029999999,D,210455,9369,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11859,OH,1988,18,151306,46130,0.766354667,D,197436,6457,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11860,OH,1988,19,168065,70359,0.704899675,D,238424,-21507,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11861,OH,1988,20,146715,30944,0.825823628,D,177659,26941,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11862,OH,1988,21,148388,24804,0.856783223,D,173192,36987,21.0,2077756.0,2067595.0,4145351.0,-99403.0,-0.02,0.5,0.52
11863,OH,1990,1,88932,80362,0.5253109970000001,D,169294,-76078,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11864,OH,1990,2,57345,103817,0.355822092,R,161162,34110,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11865,OH,1990,3,116797,0,1.0,D,116797,58398,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11866,OH,1990,4,64467,103897,0.382902521,R,168364,44753,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11867,OH,1990,5,41693,113615,0.268453653,R,155308,5733,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11868,OH,1990,6,47415,117220,0.288000729,R,164635,12513,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11869,OH,1990,7,59349,97123,0.379294698,R,156472,40463,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11870,OH,1990,8,63584,99955,0.388800225,R,163539,45399,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11871,OH,1990,9,117681,33791,0.776915866,D,151472,8153,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11872,OH,1990,10,61656,106009,0.367733278,R,167665,39480,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11873,OH,1990,11,111923,58372,0.657230101,D,170295,-31597,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11874,OH,1990,12,50784,130495,0.280142763,R,181279,10929,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11875,OH,1990,13,93431,60925,0.605295551,D,154356,-44673,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11876,OH,1990,14,97875,66460,0.595582195,D,164335,-50753,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11877,OH,1990,15,68510,99251,0.408378586,R,167761,53140,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11878,OH,1990,16,70516,101097,0.410901272,R,171613,55226,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11879,OH,1990,17,133207,38199,0.777143157,D,171406,9304,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11880,OH,1990,18,120782,41823,0.742793887,D,162605,-2344,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11881,OH,1990,19,132951,72315,0.6477010320000001,D,205266,-41998,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11882,OH,1990,20,109390,39749,0.733476824,D,149139,-4929,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11883,OH,1990,21,103338,25906,0.7995574259999999,D,129244,12809,21.0,1811626.0,1590381.0,3402007.0,178038.0,0.05,0.53,0.52
11884,OH,1992,1,120190,103790,0.536610412,D,223980,-95591,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11885,OH,1992,2,75924,177720,0.299332923,R,253644,25027,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11886,OH,1992,3,146072,98733,0.596687159,D,244805,-75064,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11887,OH,1992,4,92608,147346,0.385940639,R,239954,65240,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11888,OH,1992,5,0,187860,0.0,R,187860,-93929,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11889,OH,1992,6,122720,119252,0.507166118,D,241972,-117519,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11890,OH,1992,7,66237,164195,0.287447056,R,230432,17259,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11891,OH,1992,8,62033,176362,0.260210994,R,238395,4869,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11892,OH,1992,9,178879,53011,0.77139592,D,231890,9922,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11893,OH,1992,10,103788,136433,0.432052152,R,240221,87466,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11894,OH,1992,11,154718,43866,0.779106071,D,198584,11559,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11895,OH,1992,12,68761,170297,0.287633127,R,239058,17994,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11896,OH,1992,13,134486,88889,0.602063794,D,223375,-66091,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11897,OH,1992,14,165335,78659,0.6776191220000001,D,243994,-35322,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11898,OH,1992,15,94907,110390,0.462291217,R,205297,87166,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11899,OH,1992,16,90224,158489,0.362763507,R,248713,56092,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11900,OH,1992,17,216503,40743,0.841618529,D,257246,47136,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11901,OH,1992,18,166189,77229,0.68273094,D,243418,-32750,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11902,OH,1992,19,138465,124606,0.526340798,D,263071,-117677,19.0,2198039.0,2257870.0,4455909.0,-204213.0,-0.05,0.49,0.53
11903,OH,1994,1,72822,92997,0.439165596,R,165819,62735,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11904,OH,1994,2,43730,150128,0.225577485,R,193858,-9468,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11905,OH,1994,3,105342,72314,0.5929549239999999,D,177656,-55801,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11906,OH,1994,4,0,139841,0.0,R,139841,-69920,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11907,OH,1994,5,49335,135879,0.266367553,R,185214,6064,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11908,OH,1994,6,87861,91263,0.490503785,R,179124,86161,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11909,OH,1994,7,0,140124,0.0,R,140124,-70061,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11910,OH,1994,8,0,148338,0.0,R,148338,-74168,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11911,OH,1994,9,118120,38665,0.753388398,D,156785,1062,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11912,OH,1994,10,70918,95226,0.426846591,R,166144,58765,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11913,OH,1994,11,114220,33705,0.7721480479999999,D,147925,6552,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11914,OH,1994,12,57294,114608,0.3332945519999999,R,171902,28638,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11915,OH,1994,13,93147,86422,0.518725392,D,179569,-83060,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11916,OH,1994,14,96274,89106,0.519333261,D,185380,-85523,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11917,OH,1994,15,46480,112912,0.291608111,R,159392,13265,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11918,OH,1994,16,45781,137322,0.250028672,R,183103,11,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11919,OH,1994,17,149004,43490,0.77407088,D,192494,9266,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11920,OH,1994,18,87926,103115,0.4602467529999999,R,191041,80332,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11921,OH,1994,19,89701,99997,0.472862128,R,189698,84554,19.0,1327955.0,1925452.0,3253407.0,-10596.0,-0.0,0.41,0.32
11922,OH,1996,1,94719,118324,0.444600386,R,213043,82917,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11923,OH,1996,2,58715,186853,0.239098743,R,245568,-5353,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11924,OH,1996,3,144583,75732,0.656255816,D,220315,-41307,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11925,OH,1996,4,69096,147608,0.318849675,R,216704,29841,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11926,OH,1996,5,81170,145692,0.357794606,R,226862,48910,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11927,OH,1996,6,118003,111907,0.513257362,D,229910,-108860,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11928,OH,1996,7,61419,158087,0.279805563,R,219506,13086,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11929,OH,1996,8,61515,165815,0.2705978089999999,R,227330,9366,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11930,OH,1996,9,170617,46040,0.787498211,D,216657,16248,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11931,OH,1996,10,110723,104546,0.514347166,D,215269,-101458,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11932,OH,1996,11,153546,28821,0.841961539,D,182367,33541,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11933,OH,1996,12,78762,151667,0.341805936,R,230429,42310,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11934,OH,1996,13,146690,87108,0.627421963,D,233798,-57318,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11935,OH,1996,14,124136,95307,0.565686761,D,219443,-80893,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11936,OH,1996,15,64665,156776,0.292019093,R,221441,18610,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11937,OH,1996,16,64902,159314,0.289461947,R,224216,17697,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11938,OH,1996,17,218283,0,1.0,D,218283,109141,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11939,OH,1996,18,108332,117365,0.479988657,R,225697,103816,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11940,OH,1996,19,101152,135012,0.428312529,R,236164,84223,19.0,2031028.0,2191974.0,4223002.0,214517.0,0.05,0.48,0.42
11941,OH,1998,1,82003,92421,0.47013599,R,174424,76795,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11942,OH,1998,2,49293,154344,0.242063083,R,203637,-3232,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11943,OH,1998,3,114198,50544,0.6931929929999999,D,164742,-18718,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11944,OH,1998,4,63529,112011,0.3619061179999999,R,175540,39289,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11945,OH,1998,5,61926,123979,0.333105618,R,185905,30900,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11946,OH,1998,6,102852,77711,0.56961836,D,180563,-65141,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11947,OH,1998,7,49780,120765,0.291887772,R,170545,14288,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11948,OH,1998,8,52912,127979,0.292507643,R,180891,15379,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11949,OH,1998,9,130793,30312,0.811849415,D,161105,19928,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11950,OH,1998,10,110552,55015,0.667717601,D,165567,-27247,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11951,OH,1998,11,115226,18592,0.861065029,D,133818,29724,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11952,OH,1998,12,60694,124197,0.328269088,R,184891,28943,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11953,OH,1998,13,116309,72666,0.615472946,D,188975,-50845,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11954,OH,1998,14,106046,63027,0.627220195,D,169073,-41518,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11955,OH,1998,15,49334,113846,0.3023287169999999,R,163180,17079,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11956,OH,1998,16,66047,117426,0.359982123,R,183473,40358,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11957,OH,1998,17,123718,57703,0.681938695,D,181421,-24696,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11958,OH,1998,18,74571,113119,0.3973093929999999,R,187690,55298,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11959,OH,1998,19,64090,126786,0.335767724,R,190876,32743,19.0,1593873.0,1752443.0,3346316.0,169327.0,0.05,0.48,0.42
11960,OH,2000,1,98328,116768,0.457135419,R,215096,89109,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11961,OH,2000,2,64091,204184,0.238900382,R,268275,-5955,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11962,OH,2000,3,177731,0,1.0,D,177731,88865,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11963,OH,2000,4,67330,156510,0.300795211,R,223840,22741,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11964,OH,2000,5,62138,169857,0.267841979,R,231995,8279,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11965,OH,2000,6,138849,96966,0.5888047829999999,D,235815,-76025,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11966,OH,2000,7,60755,163646,0.2707429999999999,R,224401,9310,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11967,OH,2000,8,66293,179756,0.269430073,R,246049,9562,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11968,OH,2000,9,168547,49446,0.773176203,D,217993,10104,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11969,OH,2000,10,167063,48930,0.773464881,D,215993,10136,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11970,OH,2000,11,164134,21630,0.883561939,D,185764,49621,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11971,OH,2000,12,115432,139242,0.453253964,R,254674,103528,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11972,OH,2000,13,170058,84295,0.668590502,D,254353,-41414,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11973,OH,2000,14,149184,71432,0.676215687,D,220616,-32557,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11974,OH,2000,15,64805,156792,0.292445295,R,221597,18812,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11975,OH,2000,16,62709,162294,0.278702951,R,225003,12917,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11976,OH,2000,17,120333,54751,0.687287245,D,175084,-21961,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11977,OH,2000,18,79232,152325,0.34217061,R,231557,42686,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11978,OH,2000,19,70429,174262,0.2878283219999999,R,244691,18513,19.0,2067441.0,2203086.0,4270527.0,316271.0,0.07,0.48,0.42
11979,OH,2002,1,60168,110760,0.352007863,R,170928,34873,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11980,OH,2002,2,48785,139218,0.25949054,R,188003,3569,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11981,OH,2002,3,78307,111630,0.412278808,R,189937,61646,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11982,OH,2002,4,57726,120001,0.324801521,R,177727,26589,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11983,OH,2002,5,51872,126286,0.291157287,R,178158,14666,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11984,OH,2002,6,113972,77643,0.5947968579999999,D,191615,-59479,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11985,OH,2002,7,45568,113252,0.286916006,R,158820,11727,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11986,OH,2002,8,49444,119947,0.291892722,R,169391,14193,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11987,OH,2002,9,132236,46481,0.7399184190000001,D,178717,-3604,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11988,OH,2002,10,129997,41778,0.7567864940000001,D,171775,2331,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11989,OH,2002,11,116590,36146,0.763343285,D,152736,4075,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11990,OH,2002,12,64707,116982,0.356141539,R,181689,38570,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11991,OH,2002,13,123025,55357,0.689671604,D,178382,-21524,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11992,OH,2002,14,51846,134413,0.278354335,R,186259,10563,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11993,OH,2002,15,54286,108193,0.33411087,R,162479,27333,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11994,OH,2002,16,58644,129734,0.311310238,R,188378,23100,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11995,OH,2002,17,94441,62188,0.602959861,D,156629,-46062,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11996,OH,2002,18,0,125546,0.0,R,125546,-62772,18.0,1331614.0,1775555.0,3107169.0,79794.0,0.03,0.43,0.33
11997,OH,2004,1,116235,173430,0.401273885,R,289665,87638,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
11998,OH,2004,2,89598,227102,0.282911272,R,316700,20847,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
11999,OH,2004,3,119448,197290,0.377119259,R,316738,80528,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12000,OH,2004,4,118538,167807,0.413969163,R,286345,93904,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12001,OH,2004,5,96656,196649,0.329540922,R,293305,46660,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12002,OH,2004,6,223844,0,1.0,D,223844,111921,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12003,OH,2004,7,100617,186534,0.350397526,R,287151,57659,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12004,OH,2004,8,90574,201675,0.30992065,R,292249,35024,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12005,OH,2004,9,205149,95983,0.6812593809999999,D,301132,-41401,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12006,OH,2004,10,172406,96463,0.641226768,D,268869,-58492,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12007,OH,2004,11,222371,0,1.0,D,222371,111185,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12008,OH,2004,12,122109,198912,0.380376985,R,321021,83708,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12009,OH,2004,13,201004,97090,0.674297369,D,298094,-45134,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
12010,OH,2004,14,119714,201652,0.372516072,R,321366,78746,18.0,2514615.0,2650122.0,5164737.0,856884.0,0.17,0.49,0.33
