,State,Year,District,Dem Votes,GOP Votes,D Voteshare,Party,total_votes,net_wasted_votes,total_districts,state_total_dem_votes,state_total_gop_votes,state_total_votes,state_net_wasted_votes,efficiency_gap,dem_state_voteshare,dem_state_seatshare
11622,NC,2008,11,211112,122087,0.633591337,D,333199,-77575,13.0,2293971.0,1901517.0,4195488.0,-64183.0,-0.02,0.55,0.62
11623,NC,2008,12,215908,85814,0.71558587,D,301722,-20768,13.0,2293971.0,1901517.0,4195488.0,-64183.0,-0.02,0.55,0.62
11624,NC,2008,13,221379,114383,0.659333099,D,335762,-60886,13.0,2293971.0,1901517.0,4195488.0,-64183.0,-0.02,0.55,0.62
11625,NC,2010,1,103294,70867,0.593094895,D,174161,-54654,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11626,NC,2010,2,92393,93876,0.496019198,R,186269,91652,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11627,NC,2010,3,51317,143225,0.263783656,R,194542,5364,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11628,NC,2010,4,155384,116448,0.571617764,D,271832,-96981,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11629,NC,2010,5,72762,140525,0.3411459679999999,R,213287,38881,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11630,NC,2010,6,51507,156252,0.247917058,R,207759,-865,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11631,NC,2010,7,113957,98328,0.536811362,D,212285,-90514,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11632,NC,2010,8,88776,73129,0.548321547,D,161905,-65306,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11633,NC,2010,9,71450,158790,0.310328353,R,230240,27781,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11634,NC,2010,10,52972,130813,0.288228093,R,183785,14052,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11635,NC,2010,11,131225,110246,0.543439999,D,241471,-99757,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11636,NC,2010,12,103495,55315,0.6516907,D,158810,-31226,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11637,NC,2010,13,116103,93099,0.554980354,D,209202,-81598,13.0,1204635.0,1440913.0,2645548.0,-343171.0,-0.13,0.46,0.54
11638,NC,2012,1,254644,77288,0.7671571290000001,D,331932,11389,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11639,NC,2012,2,128973,174066,0.425598685,R,303039,106427,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11640,NC,2012,3,114314,195571,0.368891686,R,309885,73686,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11641,NC,2012,4,259534,88951,0.744749415,D,348485,-3660,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11642,NC,2012,5,148252,200945,0.424551185,R,349197,121906,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11643,NC,2012,6,142467,222116,0.390766986,R,364583,102643,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11644,NC,2012,7,168695,168041,0.500971087,D,336736,-167715,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11645,NC,2012,8,137139,160695,0.460454481,R,297834,125362,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11646,NC,2012,9,171503,194537,0.468536226,R,366040,159987,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11647,NC,2012,10,144023,190826,0.430113275,R,334849,120622,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11648,NC,2012,11,141107,190319,0.425757183,R,331426,116502,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11649,NC,2012,12,247591,63317,0.796348116,D,310908,28819,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11650,NC,2012,13,160115,210495,0.432030976,R,370610,134926,13.0,2218357.0,2137167.0,4355524.0,930894.0,0.21,0.51,0.31
11651,NC,2014,1,154333,55990,0.733790408,D,210323,-6819,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11652,NC,2014,2,85479,122128,0.411734672,R,207607,67155,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11653,NC,2014,3,66182,139415,0.3219015839999999,R,205597,29566,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11654,NC,2014,4,169946,57416,0.7474687940000001,D,227362,-1152,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11655,NC,2014,5,88973,139279,0.389801623,R,228252,63821,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11656,NC,2014,6,103758,147312,0.4132632329999999,R,251070,81982,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11657,NC,2014,7,84054,134431,0.384712909,R,218485,58866,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11658,NC,2014,8,65854,121568,0.351367502,R,187422,37998,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11659,NC,2014,9,0,163080,0.0,R,163080,-81539,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11660,NC,2014,10,85292,133504,0.389824311,R,218796,61187,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11661,NC,2014,11,85342,144682,0.371013459,R,230024,55673,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11662,NC,2014,12,130096,42568,0.7534633740000001,D,172664,1195,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11663,NC,2014,13,114718,153991,0.426922805,R,268709,95082,13.0,1234027.0,1555364.0,2789391.0,463015.0,0.17,0.44,0.23
11664,OH,1972,1,50575,119469,0.29742302,R,170044,16129,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11665,OH,1972,2,65237,109961,0.372361557,R,175198,42876,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11666,OH,1972,3,34819,111253,0.23836875,R,146072,-3397,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11667,OH,1972,4,65216,109612,0.373029492,R,174828,43019,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11668,OH,1972,5,49465,132032,0.27253894,R,181497,8182,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11669,OH,1972,6,0,128394,0.0,R,128394,-64196,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11670,OH,1972,7,0,112350,0.0,R,112350,-56174,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11671,OH,1972,8,73344,80050,0.478141257,R,153394,69992,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11672,OH,1972,9,110450,49388,0.69101215,D,159838,-18858,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11673,OH,1972,10,47456,129683,0.267902608,R,177139,6343,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11674,OH,1972,11,49891,106841,0.318320445,R,156732,21417,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11675,OH,1972,12,81074,103655,0.4388807389999999,R,184729,69784,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11676,OH,1972,13,51991,111242,0.3185079,R,163233,22366,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11677,OH,1972,14,135068,46490,0.7439385759999999,D,181558,-2202,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11678,OH,1972,15,55314,115779,0.323297856,R,171093,25082,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11679,OH,1972,16,75929,102013,0.426706455,R,177942,62888,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11680,OH,1972,17,62512,92666,0.4028406089999999,R,155178,47436,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11681,OH,1972,18,128663,54572,0.702174803,D,183235,-17527,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11682,OH,1972,19,109979,61934,0.6397363779999999,D,171913,-37912,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11683,OH,1972,20,117302,16624,0.87587175,D,133926,33714,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11684,OH,1972,21,99190,13861,0.87739162,D,113051,28803,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11685,OH,1972,22,126462,64577,0.661969545,D,191039,-33635,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11686,OH,1972,23,94366,98594,0.489044362,R,192960,92253,23.0,1684303.0,2071040.0,3755343.0,356383.0,0.09,0.45,0.3
11687,OH,1974,1,67685,70284,0.490581218,R,137969,66386,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11688,OH,1974,2,62530,71512,0.466495576,R,134042,58040,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11689,OH,1974,3,0,82159,0.0,R,82159,-41079,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11690,OH,1974,4,51065,81674,0.384702311,R,132739,35761,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11691,OH,1974,5,53391,89161,0.374537011,R,142552,35507,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11692,OH,1974,6,42316,93400,0.311798167,R,135716,16775,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11693,OH,1974,7,34828,73503,0.321496155,R,108331,15491,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11694,OH,1974,8,45701,51097,0.472127523,R,96798,43004,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11695,OH,1974,9,64831,57892,0.5282709839999999,D,122723,-54423,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11696,OH,1974,10,42333,100521,0.296337519,R,142854,13240,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11697,OH,1974,11,52017,79756,0.394747027,R,131773,38148,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11698,OH,1974,12,70818,73303,0.491378772,R,144121,69576,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11699,OH,1974,13,53766,72881,0.424534336,R,126647,44209,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11700,OH,1974,14,93931,30603,0.754259881,D,124534,1060,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11701,OH,1974,15,49683,79376,0.384963466,R,129059,34837,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11702,OH,1974,16,48754,92986,0.343967828,R,141740,26639,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11703,OH,1974,17,63342,70708,0.472525177,R,134050,59660,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11704,OH,1974,18,90447,47385,0.65621191,D,137832,-25855,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11705,OH,1974,19,97709,36649,0.7272287470000001,D,134358,-6120,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11706,OH,1974,20,86405,12991,0.869300575,D,99396,23715,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11707,OH,1974,21,58969,12986,0.819526093,D,71955,10005,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11708,OH,1974,22,112671,30585,0.786501089,D,143256,10457,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11709,OH,1974,23,53338,46810,0.532591764,D,100148,-43547,23.0,1396530.0,1458222.0,2854752.0,431486.0,0.15,0.49,0.35
11710,OH,1976,1,56995,109789,0.341729422,R,166784,30599,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11711,OH,1976,2,88178,83459,0.513747036,D,171637,-81100,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11712,OH,1976,3,33873,100871,0.251387817,R,134744,375,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11713,OH,1976,4,51784,121173,0.299403898,R,172957,17090,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11714,OH,1976,5,60304,124910,0.325590938,R,185214,28002,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11715,OH,1976,6,67067,107064,0.385152558,R,174131,47069,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11716,OH,1976,7,54755,101027,0.351484767,R,155782,31620,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11717,OH,1976,8,46424,110775,0.295319945,R,157199,14249,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11718,OH,1976,9,91040,73919,0.5518947129999999,D,164959,-65359,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11719,OH,1976,10,57757,127147,0.312362091,R,184904,23063,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11720,OH,1976,11,47548,120716,0.282579756,R,168264,10965,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11721,OH,1976,12,89424,90987,0.495668224,R,180411,88643,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11722,OH,1976,13,108061,49828,0.6844111999999999,D,157889,-20712,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11723,OH,1976,14,121652,39917,0.752941468,D,161569,950,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11724,OH,1976,15,57741,109630,0.34498808,R,167371,31797,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11725,OH,1976,16,55671,116374,0.323583946,R,172045,25320,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11726,OH,1976,17,72168,94874,0.432035057,R,167042,60816,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11727,OH,1976,18,116901,45735,0.718789198,D,162636,-10153,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11728,OH,1976,19,90386,86162,0.5119627520000001,D,176548,-84051,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11729,OH,1976,20,98785,0,1.0,D,98785,49392,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11730,OH,1976,21,91903,12434,0.8808284690000001,D,104337,27300,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11731,OH,1976,22,128535,42727,0.750516752,D,171262,176,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11732,OH,1976,23,130576,47804,0.732010315,D,178380,-6419,23.0,1817528.0,1917322.0,3734850.0,219632.0,0.06,0.49,0.43
11733,OH,1978,1,38669,73593,0.344453154,R,112262,21208,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11734,OH,1978,2,64522,58716,0.523556046,D,123238,-55814,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11735,OH,1978,3,62849,51833,0.548028461,D,114682,-46326,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11736,OH,1978,4,39360,85575,0.315043823,R,124935,16253,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11737,OH,1978,5,51071,85547,0.373823361,R,136618,33834,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11738,OH,1978,6,46318,85592,0.3511333479999999,R,131910,26682,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11739,OH,1978,7,0,92507,0.0,R,92507,-46253,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11740,OH,1978,8,32493,81156,0.285906607,R,113649,8162,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11741,OH,1978,9,71709,34326,0.6762767009999999,D,106035,-15635,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11742,OH,1978,10,35039,99329,0.260768933,R,134368,2895,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11743,OH,1978,11,37131,89327,0.293623179,R,126458,11034,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11744,OH,1978,12,61698,81573,0.43063844,R,143271,51761,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11745,OH,1978,13,80875,43269,0.651461206,D,124144,-24467,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11746,OH,1978,14,82356,31311,0.724537465,D,113667,-5789,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11747,OH,1978,15,37000,91023,0.289010568,R,128023,9989,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11748,OH,1978,16,29640,105152,0.219894356,R,134792,-8115,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11749,OH,1978,17,42117,87010,0.326167262,R,129127,19671,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11750,OH,1978,18,71894,48931,0.595025864,D,120825,-37450,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11751,OH,1978,19,69977,71890,0.49325777,R,141867,69021,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11752,OH,1978,20,76973,0,1.0,D,76973,38486,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11753,OH,1978,21,58934,9533,0.86076504,D,68467,15167,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11754,OH,1978,22,87551,30935,0.7389143020000001,D,118486,-2628,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11755,OH,1978,23,99975,33732,0.747717023,D,133707,-611,23.0,1278151.0,1471860.0,2750011.0,81075.0,0.03,0.46,0.43
11756,OH,1980,1,38529,124080,0.236942605,R,162609,-4246,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11757,OH,1980,2,103423,72693,0.587243635,D,176116,-57329,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11758,OH,1980,3,95558,66698,0.5889335370000001,D,162256,-52269,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11759,OH,1980,4,51150,133795,0.27656871,R,184945,9828,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11760,OH,1980,5,57704,137003,0.2963632539999999,R,194707,18055,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11761,OH,1980,6,84235,101288,0.4540407389999999,R,185523,75709,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11762,OH,1980,7,38952,124137,0.238838916,R,163089,-3640,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11763,OH,1980,8,44162,139590,0.240334799,R,183752,-3551,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11764,OH,1980,9,68728,96927,0.41488636,R,165655,54629,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11765,OH,1980,10,49433,143403,0.256347363,R,192836,2449,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11766,OH,1980,11,51224,128507,0.2850037,R,179731,12583,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11767,OH,1980,12,108690,98110,0.525580271,D,206800,-92821,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11768,OH,1980,13,113439,64296,0.6382479529999999,D,177735,-39725,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11769,OH,1980,14,103336,55962,0.648696154,D,159298,-32276,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11770,OH,1980,15,48708,129025,0.274051527,R,177733,8550,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11771,OH,1980,16,39219,149960,0.207311594,R,189179,-16151,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11772,OH,1980,17,47900,128870,0.270973581,R,176770,7416,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11773,OH,1980,18,134835,42354,0.7609671029999999,D,177189,3886,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11774,OH,1980,19,77272,107032,0.419263825,R,184304,62393,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11775,OH,1980,20,96217,0,1.0,D,96217,48108,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11776,OH,1980,21,83188,11103,0.88224751,D,94291,24939,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11777,OH,1980,22,108137,80836,0.572235187,D,188973,-67186,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11778,OH,1980,23,144317,0,1.0,D,144317,72158,23.0,1788356.0,2135669.0,3924025.0,31509.0,0.01,0.46,0.43
11779,OH,1982,1,99143,52658,0.65311164,D,151801,-29416,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11780,OH,1982,2,53169,97434,0.353040776,R,150603,31037,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11781,OH,1982,3,119926,0,1.0,D,119926,59962,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11782,OH,1982,4,57564,105087,0.353911135,R,162651,33803,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11783,OH,1982,5,70120,86450,0.447850802,R,156570,61956,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11784,OH,1982,6,63435,92135,0.407758565,R,155570,49086,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11785,OH,1982,7,65543,87842,0.4273103629999999,R,153385,54394,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11786,OH,1982,8,49877,98527,0.3360893239999999,R,148404,25553,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11787,OH,1982,9,95162,64459,0.596174689,D,159621,-49108,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11788,OH,1982,10,57983,100044,0.366918311,R,158027,36953,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11789,OH,1982,11,93302,56616,0.622353553,D,149918,-38274,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11790,OH,1982,12,82753,88335,0.483686758,R,171088,79963,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11791,OH,1982,13,92296,53376,0.633587786,D,145672,-33917,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11792,OH,1982,14,115629,48421,0.7048399879999999,D,164050,-14818,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11793,OH,1982,15,47070,104678,0.3101853069999999,R,151748,18267,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11794,OH,1982,16,57386,110485,0.341845822,R,167871,30837,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11795,OH,1982,17,80375,98476,0.449396425,R,178851,71325,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11796,OH,1982,18,128665,0,1.0,D,128665,64332,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11797,OH,1982,19,111760,72682,0.605935741,D,184442,-53144,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11798,OH,1982,20,133603,17675,0.883162125,D,151278,40288,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11799,OH,1982,21,132544,21332,0.861368894,D,153876,34273,21.0,1807305.0,1456712.0,3264017.0,473352.0,0.15,0.55,0.48
11800,OH,1984,1,121577,88859,0.5777386,D,210436,-72501,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11801,OH,1984,2,68597,149856,0.314012625,R,218453,27968,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11802,OH,1984,3,151398,0,1.0,D,151398,75698,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11803,OH,1984,4,47018,162199,0.2247331719999999,R,209217,-10572,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11804,OH,1984,5,78809,132582,0.37281152,R,211391,51923,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11805,OH,1984,6,52727,150101,0.259959177,R,202828,4041,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11806,OH,1984,7,40621,147885,0.2154891619999999,R,188506,-13010,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11807,OH,1984,8,46673,155200,0.2311998139999999,R,201873,-7590,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11808,OH,1984,9,117985,93210,0.558654324,D,211195,-80823,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11809,OH,1984,10,55172,149337,0.269777858,R,204509,8090,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11810,OH,1984,11,133096,66278,0.667569493,D,199374,-32870,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11811,OH,1984,12,65215,148899,0.304580737,R,214114,23374,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11812,OH,1984,13,131923,59610,0.6887742579999999,D,191533,-23454,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11813,OH,1984,14,155729,62366,0.714042046,D,218095,-15685,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11814,OH,1984,15,58870,148311,0.284147678,R,207181,14150,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11815,OH,1984,16,58048,152399,0.27583192,R,210447,10873,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
11816,OH,1984,17,123014,105449,0.538441673,D,228463,-96667,21.0,2134198.0,2159354.0,4293552.0,-103414.0,-0.02,0.5,0.52
